date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:37:44	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Nov%202021%2010:37:45%20GMT	https://velhalla.xyz/robots.txt		(from )
11:37:45	28420/28420	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Nov%202021%2010:37:46%20GMT	https://velhalla.xyz/sale/	D:/webprojects/htdocs/sulala/velhalla.xyz/sale/index.html	(from )
11:37:46	73029/73029	---M-Z	200	added ('OK')	text/css	date:Fri,%2023%20Apr%202021%2017:17:14%20GMT	https://velhalla.xyz/assets/css/animate.css	D:/webprojects/htdocs/sulala/velhalla.xyz/assets/css/animate.css	(from https://velhalla.xyz/sale/)
11:37:46	144883/144883	---M-Z	200	added ('OK')	text/css	date:Fri,%2023%20Apr%202021%2017:17:14%20GMT	https://velhalla.xyz/assets/bootstrap/css/bootstrap.min.css	D:/webprojects/htdocs/sulala/velhalla.xyz/assets/bootstrap/css/bootstrap.min.css	(from https://velhalla.xyz/sale/)
11:37:46	31246/31246	---M-Z	200	added ('OK')	text/css	date:Fri,%2023%20Apr%202021%2017:17:14%20GMT	https://velhalla.xyz/assets/css/font-awesome.min.css	D:/webprojects/htdocs/sulala/velhalla.xyz/assets/css/font-awesome.min.css	(from https://velhalla.xyz/sale/)
11:37:47	51492/51492	---M-Z	200	added ('OK')	text/css	date:Fri,%2023%20Apr%202021%2017:17:14%20GMT	https://velhalla.xyz/assets/css/ionicons.min.css	D:/webprojects/htdocs/sulala/velhalla.xyz/assets/css/ionicons.min.css	(from https://velhalla.xyz/sale/)
11:37:48	18567/18567	---M-Z	200	added ('OK')	text/css	date:Fri,%2023%20Apr%202021%2017:17:14%20GMT	https://velhalla.xyz/assets/css/cryptocoins.css	D:/webprojects/htdocs/sulala/velhalla.xyz/assets/css/cryptocoins.css	(from https://velhalla.xyz/sale/)
11:37:48	3085/3085	---M-Z	200	added ('OK')	text/css	date:Fri,%2023%20Apr%202021%2017:17:16%20GMT	https://velhalla.xyz/assets/owlcarousel/css/owl.carousel.min.css	D:/webprojects/htdocs/sulala/velhalla.xyz/assets/owlcarousel/css/owl.carousel.min.css	(from https://velhalla.xyz/sale/)
11:37:49	1019/1019	---M-Z	200	added ('OK')	text/css	date:Fri,%2023%20Apr%202021%2017:17:16%20GMT	https://velhalla.xyz/assets/owlcarousel/css/owl.theme.default.min.css	D:/webprojects/htdocs/sulala/velhalla.xyz/assets/owlcarousel/css/owl.theme.default.min.css	(from https://velhalla.xyz/sale/)
11:37:50	7998/7998	---M-Z	200	added ('OK')	text/css	date:Fri,%2023%20Apr%202021%2017:17:14%20GMT	https://velhalla.xyz/assets/css/magnific-popup.css	D:/webprojects/htdocs/sulala/velhalla.xyz/assets/css/magnific-popup.css	(from https://velhalla.xyz/sale/)
11:37:52	5033/5033	---M-Z	200	added ('OK')	text/css	date:Fri,%2023%20Apr%202021%2017:17:14%20GMT	https://velhalla.xyz/assets/css/spop.min.css	D:/webprojects/htdocs/sulala/velhalla.xyz/assets/css/spop.min.css	(from https://velhalla.xyz/sale/)
11:37:53	139797/139797	---M-Z	200	added ('OK')	text/css	date:Mon,%2013%20Sep%202021%2016:24:32%20GMT	https://velhalla.xyz/assets/css/style.css	D:/webprojects/htdocs/sulala/velhalla.xyz/assets/css/style.css	(from https://velhalla.xyz/sale/)
11:37:56	37677/37677	---M-Z	200	added ('OK')	text/css	date:Fri,%2023%20Apr%202021%2017:17:14%20GMT	https://velhalla.xyz/assets/css/responsive.css	D:/webprojects/htdocs/sulala/velhalla.xyz/assets/css/responsive.css	(from https://velhalla.xyz/sale/)
11:37:57	5086/5086	---M-Z	200	added ('OK')	text/css	date:Fri,%2023%20Apr%202021%2017:17:14%20GMT	https://velhalla.xyz/assets/color/theme.css	D:/webprojects/htdocs/sulala/velhalla.xyz/assets/color/theme.css	(from https://velhalla.xyz/sale/)
11:37:58	33168/33168	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2023%20Apr%202021%2017:17:16%20GMT	https://velhalla.xyz/assets/js/qrcode.js	D:/webprojects/htdocs/sulala/velhalla.xyz/assets/js/qrcode.js	(from https://velhalla.xyz/sale/)
11:38:00	273010/273010	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Apr%202021%2017:17:14%20GMT	https://velhalla.xyz/assets/images/footer_bg.png	D:/webprojects/htdocs/sulala/velhalla.xyz/assets/images/footer_bg.png	(from https://velhalla.xyz/sale/)
11:38:02	38263/38263	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Apr%202021%2017:17:14%20GMT	https://velhalla.xyz/assets/images/banner_bg2.png	D:/webprojects/htdocs/sulala/velhalla.xyz/assets/images/banner_bg2.png	(from https://velhalla.xyz/sale/)
11:38:02	152255/152255	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Apr%202021%2017:17:14%20GMT	https://velhalla.xyz/assets/images/token_bg.png	D:/webprojects/htdocs/sulala/velhalla.xyz/assets/images/token_bg.png	(from https://velhalla.xyz/sale/)
11:38:02	115/115	---M--	200	added ('OK')	image/png	date:Sun,%2014%20Nov%202021%2009:22:01%20GMT	https://img.icons8.com/material-two-tone/24/ffffff/menu--v1.png	D:/webprojects/htdocs/sulala/img.icons8.com/material-two-tone/24/ffffff/menu--v1.png	(from https://velhalla.xyz/sale/)
11:38:03	73209/73209	---M--	200	added ('OK')	image/png	date:Sun,%2014%20Nov%202021%2015:30:48%20GMT	https://velhalla.xyz/assets/images/VELAHAXYZ.png	D:/webprojects/htdocs/sulala/velhalla.xyz/assets/images/VELAHAXYZ.png	(from https://velhalla.xyz/sale/)
11:38:05	330194/330194	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Oct%202021%2009:47:18%20GMT	https://velhalla.io/wp-content/uploads/2021/10/vs-copy-min.png	D:/webprojects/htdocs/sulala/velhalla.io/wp-content/uploads/2021/10/vs-copy-min.png	(from https://velhalla.xyz/sale/)
11:38:07	12716/12716	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Oct%202021%2009:47:18%20GMT	https://velhalla.io/wp-content/uploads/2021/10/Asset-2-min-1.png	D:/webprojects/htdocs/sulala/velhalla.io/wp-content/uploads/2021/10/Asset-2-min-1.png	(from https://velhalla.xyz/sale/)
11:38:09	97166/97166	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2023%20Apr%202021%2017:17:16%20GMT	https://velhalla.xyz/assets/js/jquery-1.12.4.min.js	D:/webprojects/htdocs/sulala/velhalla.xyz/assets/js/jquery-1.12.4.min.js	(from https://velhalla.xyz/sale/)
11:38:10	48950/48950	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2023%20Apr%202021%2017:17:14%20GMT	https://velhalla.xyz/assets/bootstrap/js/bootstrap.min.js	D:/webprojects/htdocs/sulala/velhalla.xyz/assets/bootstrap/js/bootstrap.min.js	(from https://velhalla.xyz/sale/)
11:38:10	42861/42861	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2023%20Apr%202021%2017:17:16%20GMT	https://velhalla.xyz/assets/owlcarousel/js/owl.carousel.min.js	D:/webprojects/htdocs/sulala/velhalla.xyz/assets/owlcarousel/js/owl.carousel.min.js	(from https://velhalla.xyz/sale/)
11:38:10	20224/20224	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2023%20Apr%202021%2017:17:16%20GMT	https://velhalla.xyz/assets/js/magnific-popup.min.js	D:/webprojects/htdocs/sulala/velhalla.xyz/assets/js/magnific-popup.min.js	(from https://velhalla.xyz/sale/)
